node_id,word,definition,pos_group,cluster,x,y,z,ERROR SYMPTOMS,TROUBLESHOOTING,PRIMARY CATEGORY,SUB CATEGORY,CORE,CORE 1: DOMAIN,CORE 2: DOMAIN
W464,"Connections tab, Internet Options",,other,0,-0.4230693175832814,0.8574340593296185,-0.29294911916772925,Issues with VPN connectivity or persistent proxy errors preventing internet access.,"Open 'Control Panel', search for 'Internet Options', click the 'Connections' tab, and review the LAN settings or the list of configured VPN/dial-up connections.",Operating Systems,Application Support,CORE 2,,OPERATING SYSTEMS
W528,"Content tab, Internet Options",,other,0,-0.41957088227147576,0.8454083525236958,-0.3305223021720409,"SSL (Secure Sockets Layer)/TLS (Transport Layer Security) connection errors, or inability to manage saved web forms.","Access the tab through the Control Panel, click “Certificates” to inspect or import missing root authorities, or click “AutoComplete” settings to manage stored data.",Operating Systems,System Utilities,CORE 2,,OPERATING SYSTEMS
W534,Control Panel: Internet Options,,other,0,-0.44736034998701607,0.8425318854700822,-0.3000145650226383,Browsers failing to load pages or showing security errors.,"Open “Internet Options”, go to the “Advanced” tab, and click “Restore advanced settings” or “Reset” the browser configurations.",Operating Systems,System Utilities,CORE 2,,OPERATING SYSTEMS
W595,"Data, clearing from browsers",,other,0,-0.4084471235151358,0.8599623254316091,-0.3059995851802267,"Old versions of websites loading, or privacy concerns regarding local data storage.","Open the browser’s settings, navigate to “Privacy and Security”, and select “Clear browsing data” to remove temporary files.",Operating Systems,Application Support,CORE 2,,OPERATING SYSTEMS
W810,Edge (MS): Settings,,other,0,-0.4379838165344805,0.8363155519374947,-0.3297673028688171,"Corporate web applications fail to load properly, insecure or malicious third-party browser helper objects run automatically, or user session credentials clear continuously due to misconfigured browser flags.","Navigate to the upper right corner interface inside Edge, click the three horizontal dots icon, choose Settings, select Privacy, search, and services, and modify active parameters or deploy custom administrative policies via Active Directory (AD) Group Policy Objects (GPO).",Software,Client Applications,CORE 2,,OPERATING SYSTEMS
W920,File Explorer Options: General tab,,other,0,-0.4346449032816511,0.8536426880178367,-0.2870156254369548,"Difficulty navigating folders or excessive clutter in the ""Quick Access"" area.","Open “File Explorer Options”, navigate to the “General” tab, and click “Clear” under the “Privacy” section to reset file history or adjust the “Open each folder in the same window” setting.",Operating System,Configuration,CORE 2,,OPERATING SYSTEMS
W974,Firefox: Settings,,other,0,-0.4081232226783453,0.8524587964847979,-0.32672532103638924,"Firefox is running slowly, unwanted pop-ups occur, or the home page has been changed by a browser hijacker.","Click the “three-line menu” icon in the top right corner, select “Settings”, check the “Home” and “Search” panels for unauthorized changes, and reset the browser to default settings if performance issues persist.",Software,Client Applications,CORE 2,,OPERATING SYSTEMS
W994,General tab: Internet Options,,other,0,-0.45197743994554984,0.8357498756295545,-0.3118309464524824,"Inability to set the default browser homepage, persistent certificate errors, or the system failing to connect to the internet due to an incorrect proxy configuration.","Open the “Control Panel”, search for “Internet Options”, check the “General” tab for the correct “Home page” URL (Uniform Resource Locator), click “Connections > LAN settings” to verify proxy settings, and click “Delete” under “Browsing history” to clear cache.",Operating System,Network Configuration,CORE 2,,OPERATING SYSTEMS
W1138,Installing: Browsers,,other,0,-0.4135073813434561,0.8623071089384924,-0.2922979566275077,"Operating system security blocks prevent deployment, or user profile generation loops halt the software initialization phase.","Clear out conflicting outdated software files, confirm the installation binary matches the destination architecture (e.g., x64), and run the configuration script file container.",Software,Application Management,CORE 2,,OPERATING SYSTEMS
W1153,"Internet: Network & Internet section, Settings",,other,0,-0.4254174814371836,0.8396601314661529,-0.337625280620226,"User accounts cannot adjust local IP credentials, toggle wireless attachment modes, or track active data consumption levels.","Launch the global Settings application interface container shell panel window by pressing the hotkey combination “Windows + I”, click on the “Network & Internet” navigation option category, choose the targeted interface card link, and run built-in diagnostics scripts.",Operating System,Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1157,"Internet Options, Control Panel",,other,0,-0.4479122971152084,0.8458786417048468,-0.2895926407914069,"Secure connection protocols reject local requests, web scripts crash browser applications, or proxy changes remain unapplied.","Input the configuration shortcut string command “inetcpl.cpl” into a Run box tool prompt to instantly launch the “Internet Properties” configuration dashboard window panel, review configurations, and adjust policies.",Operating System,System Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1158,"Internet Options, Control Panel: Advanced tab",,other,0,-0.40135899596811275,0.8602264870728034,-0.31451764226169043,Web applications cannot display content due to handshake failures on obsolete security layers like SSL (Secure Sockets Layer) or TLS 1.0.,"Launch the “Internet Options” system panel console window tool, navigate directly to the “Advanced” tab option pane, scroll down to the bottom security list matrix, check the box fields for “Use TLS 1.2” and “Use TLS 1.3”, uncheck insecure options, and click “Apply”.",Operating System,System Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1159,"Internet Options, Control Panel: Connections tab",,other,0,-0.4480186049486118,0.8319810256183537,-0.3272413522630234,"Workstations route web traffic through malicious unauthorized proxy script files, rendering internal systems unconfigured or exposed.","Access the “Connections” tab pane area inside the Internet Options shell window tool, click the button labeled “LAN settings”, clear out unauthorized address metrics from the proxy server selection field boxes, and toggle on “Automatically detect settings”.",Operating System,System Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1160,"Internet Options, Control Panel: Content tab",,other,0,-0.4263368027037741,0.859502224235787,-0.2819447768518832,Users encounter persistent digital signature warning exceptions or are unable to map out authentic security validation loops with remote enterprise web hosts.,"Open Internet Options, select the “Content” tab panel page menu row, click the button titled “Certificates” to inspect, validate, or inject necessary root authority cryptographic certificate keys, and use “Clear SSL state” to flush out damaged certificate caches.",Operating System,System Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1161,"Internet Options, Control Panel: General tab",,other,0,-0.41023989553183404,0.8474752646976622,-0.3368811420065796,"Browser hijackers override start targets to push unwanted ad loops, or storage spaces bloat due to huge local web asset caches.","Navigate straight to the “General” tab section inside the main Internet Properties controller menu interface window, verify or overwrite corporate homepage string definitions fields, and click “Delete...” beneath browsing history tracking lines to clear out temp tables.",Operating System,System Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1162,"Internet Options, Control Panel: Privacy tab",,other,0,-0.4570449190907303,0.8368262054211736,-0.3013832176046762,"Malicious advertising script pop-up windows flood the workspace interface, or tracking cookies collect user interaction profiles unchecked.","Click onto the “Privacy” tab window layout section within Internet Options, adjust the slider parameters to define strict tracking file restrictions, click “Settings” next to the pop-up block toggle to add safe organizational addresses, and lock down configuration matrices.",Operating System,System Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1163,"Internet Options, Control Panel: Programs tab",,other,0,-0.40336621555643143,0.8653000275562819,-0.29757613892713297,"Opening file types triggers incorrect application engines, or outdated browser add-on objects crash background routines.","Choose the “Programs” tab navigation line inside the system Internet Properties window box tool, click on the “Manage add-ons” configuration button, identify faulty or non-essential extension strings, and click “Disable” to strip them out.",Operating System,System Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1164,"Internet Options, Control Panel: Security tab",,other,0,-0.43537470698020597,0.8335084991181674,-0.3401653221886085,"Workstations execute unverified script packages from untrusted foreign web spaces, or corporate application scripts fail to execute locally because of restrictive block protocols.","Select the “Security” tab option array inside the Internet Properties panel window interface tool, select the “Trusted sites” green checkmark zone icon layout item, click the button titled “Sites”, insert known safe corporate network path addresses into the list zone box, click “Add”, and save configurations to permit operations.",Operating System,System Configuration Utilities,CORE 2,,OPERATING SYSTEMS
W1378,macOS (OS X): System Preferences,,other,0,-0.4429716466327838,0.8516487143809164,-0.2801260208776976,"Modifying a system preference fails to save, configuration panels lock up upon click, or certain settings icons appear blanked out.","Navigate to the user account's hidden preferences folder at “~/Library/Preferences/” using Finder, locate the file named “com.apple.systempreferences.plist”, move it to the Trash folder, and restart the system to rebuild a fresh, clean preferences configuration file.",Operating Systems,Mac Operating Systems,CORE 2,,OPERATING SYSTEMS
W1452,Microsoft Edge: Settings,,other,0,-0.3983656971214062,0.8573059521019514,-0.32608476788642343,"Browser running slow, unwanted search engine redirects, or inability to access specific websites.",Navigate to the settings menu; check Privacy and services to manage tracking prevention; clear browser cache and cookies; reset browser settings to default if the browser behavior remains problematic.,Operating Systems,Browser Management,CORE 2,,OPERATING SYSTEMS
W1547,"Network & Internet section, Settings",,other,0,-0.4573840806360926,0.8299817331168277,-0.3192649768970335,"The system is connected to the router but has no internet access, or the network adapter is disabled and the user cannot reach the network settings through conventional paths.","Press “Windows Key + I” to open the “Settings” application, select “Network & Internet”, choose “Advanced network settings”, and use the “Network Reset” feature to reinstall all network adapters and revert all networking software components to their original factory configuration.",Operating Systems,Windows Configuration,CORE 2,,OPERATING SYSTEMS
W1726,Parental controls/content filtering,,other,0,-0.4149873278094212,0.8650369989867531,-0.28195125135666316,Legitimate educational websites are blocked; system performance drops due to aggressive background filtering; users are unable to access necessary online services.,"Log in as the administrator; adjust the ""Content Filtering"" whitelist or blacklist; verify that the filtering service (like Microsoft Family Safety) is properly synced; check the local time and date settings as incorrect time can cause certificate errors.",Network Security & Access Control,Security Configuration,CORE 2,,SECURITY
W1954,"Privacy tab, Internet Options",,other,0,-0.4175337081764563,0.8406664560318631,-0.3448847811070324,Websites failing to load or browser rejecting cookies necessary for logging into secure portals.,"Open ""Internet Options"" from the Control Panel, click the ""Privacy"" tab, and adjust the slider to the appropriate security level or add specific sites to the ""Sites"" whitelist.",Security,Logical Security Controls,CORE 2,,Security
W1982,"Programs tab, Internet Options",,other,0,-0.4574306245782812,0.8409378091244815,-0.28910348472967357,"Clicking an email link does not open the preferred mail client, or clicking a URL (Uniform Resource Locator) opens the wrong browser.","Open “Internet Options” (via “inetcpl.cpl”), navigate to the “Programs” tab, and click the “Set programs” button to associate file types and protocols with the correct applications.",Operating Systems,Configuration,CORE 2,,OPERATING SYSTEMS
W2006,"Proxies, browser security",,other,0,-0.3950487484482334,0.8655900168187333,-0.3077180676093447,"Web pages fail to load with 'Proxy server refusing connections' messages, inability to access local resources, or browser-specific certificate warnings.","Navigate to the browser's 'Settings' or 'Internet Options' (accessed via 'inetcpl.cpl'), check the 'Connections > LAN Settings' for proxy configuration, and disable 'Use a proxy server for your LAN' if not specifically required by the network environment.",Networking,Security,CORE 2,,SECURITY
W2200,Safari: Settings,,other,0,-0.4472766661701344,0.8283607136697654,-0.33728639454956816,"Web pages fail to load correctly, privacy trackers are not being blocked, or annoying pop-up windows persist despite having the blocker enabled.","Open Safari, go to “Safari > Settings” (or “Preferences”), navigate to the “Privacy” tab to manage cookie/tracking permissions, and toggle the “Block pop-ups” checkbox in the “Websites” tab.",Operating Systems,Browser Management,CORE 2,,OPERATING SYSTEMS
W2315,"Security tab, Internet Options",,other,0,-0.4333145662793842,0.8586187511946092,-0.2738837832861208,"Websites are blocked from executing necessary scripts, browsers display constant permission prompts, or sites that should be restricted are allowed to execute untrusted code.","Open “Control Panel > Internet Options”, go to the “Security” tab, select the appropriate zone, click “Custom level”, and reset to the “Medium-high” default or explicitly enable/disable required components based on your organization's security policy.",Network Security & Access Control,Web Security,CORE 2,,SECURITY
W2344,Settings: Network & Internet section,,other,0,-0.4004615905472086,0.8515938865960143,-0.3382578407202037,"Cannot connect to the network, or internet access is failing.","Navigate to “Settings > Network & Internet”, check the status of the connection, and use the “Network reset” button if connectivity is completely broken.",Networking,Network Troubleshooting,CORE 1,NETWORKING,
W2378,Sign-in/data synchronization,,other,0,-0.46387709438294766,0.8309459550926467,-0.3071593414207078,"A technician logs onto a secondary fallback corporate terminal and discovers that their custom background shortcuts, bookmarks, and enterprise software application history are completely missing.","Access the Windows “Settings” control layout pane, choose “Accounts > Sync your settings”, ensure the core toggle switch configuration parameter for “Sync settings” is turned to the ""Enabled"" position, and review network firewall logs to ensure outbound token packets pass freely over secure channels.",Operating Systems,User Account Configuration,CORE 2,,OPERATING SYSTEMS
W2538,"System Preferences, macOS",,other,0,-0.40282624765460145,0.86894642706821,-0.28751194946628883,"The user cannot change monitor resolution, configure Wi-Fi, or manage login items.","Click the Apple menu, select “System Preferences”, and use the search bar to find the relevant category (e.g., “Displays” or “Network”) to adjust the desired configuration.",Operating Systems,OS Configuration,CORE 2,,OPERATING SYSTEMS
W2643,Tracking: Websites,,other,0,-0.4289194201265782,0.8333118563657529,-0.34873984727665236,"Privacy concerns, slow page loads due to massive script execution, or websites failing to function when privacy settings are too strict.","Use browser extensions like “AdBlock” or “Privacy Badger” to block trackers, clear your browser cookies and cache regularly, and configure your browser settings to “Block third-party cookies” for increased privacy.",Network Security & Access Control,Privacy,CORE 2,,SECURITY
W2722,Trusted/untrusted web sites,,other,0,-0.45252287728373175,0.8474959316984955,-0.27744132945426786,"Web pages fail to load essential components, or the browser displays constant security warnings.","In “Internet Options”, navigate to the “Security” tab and add the required URL (Uniform Resource Locator) to the “Trusted Sites” zone to allow necessary features to function.",Network Security & Access Control,Security,CORE 2,,SECURITY
W2878,Web browsers: Configuring,,other,0,-0.3905233604215111,0.8627759516350381,-0.321106154169217,"The application launches into a third-party search engine layout instead of the corporate intranet landing page, or web features are blocked because regional security settings are overly strict.","Click on the primary configuration settings option icon (typically three dots or gear shapes in the upper corner), choose ""Settings"", and navigate down to the ""On startup"" panel. Select ""Open a specific page or set of pages"", input the required Uniform Resource Locator (URL) address string, and save changes to standardize user environments.",Operating Systems,Windows Security Settings,CORE 2,,OPERATING SYSTEMS
W2892,Web browsers: Settings,,other,0,-0.4588391806645148,0.8253880231810928,-0.32893953468126136,"Downloads are saved into random system file folders instead of the user's dedicated folder workspace, or language scales make the text on pages unreadable.","Enter the specialized menu system of the browser and choose ""Settings"". Use the search field to find the ""Downloads"" configuration line, click the ""Change"" option button, specify the target destination directory path as “C:\Users\Username\Downloads”, and toggle the switch labeled ""Ask where to save each file before downloading"" to add flexibility.",Operating Systems,Microsoft Windows Editions and UI,CORE 2,,OPERATING SYSTEMS
W2898,Websites: Tracking,,other,0,-0.4203488182009963,0.8654644022786501,-0.27254034458311815,"Personalized marketing ads targeting a user's recent search terms show up across separate unrelated sites, or anti-malware tracking suites flag hundreds of persistent tracking cookies inside local profile paths.","Open the web browser privacy options panel, navigate to the safety control tree, and toggle the setting choice named ""Send a 'Do Not Track' request with your browsing traffic"" to ""Enabled"". To further protect user privacy, increase the cookie security tier baseline to ""Block third-party cookies"" or install a trusted privacy extension to block tracing scripts from running.",Operating Systems,Windows Security Settings,CORE 2,,OPERATING SYSTEMS
W2907,Windows 10: Control Panel,,other,0,-0.4078402560099696,0.8438778107464106,-0.3486209490371567,Administrators cannot access advanced power rules or administrative tools because the modern Settings app lacks the fine-grained settings choices found in legacy menus.,"Launch the legacy configuration hub by executing the command “control” from an elevated command prompt shell terminal or the Run dialog box. Toggle the ""View by"" layout setting in the top right corner from ""Category"" over onto ""Large icons"" to reveal all dedicated applet tools (such as Mail, Programs and Features, or Internet Options) simultaneously.",Operating Systems,Microsoft Windows Editions and UI,CORE 2,,OPERATING SYSTEMS
W2917,Windows 10: Settings,,other,0,-0.46581453432047304,0.8350283569987452,-0.2928215542335926,A user cannot modify display scaling parameters or manage application notifications because the modern Settings interface windows crash or close unexpectedly when clicked.,"Open an elevated PowerShell terminal console. Execute the universal application package reregistration command string “Get-AppXPackage -AllUsers | Foreach {Add-AppxPackage -DisableDevelopmentMode -Register ""$($_.InstallLocation)\AppXManifest.xml""}” to rebuild the modern Settings engine components, restart the PC, and verify configuration windows open normally.",Operating Systems,Microsoft Windows Editions and UI,CORE 2,,OPERATING SYSTEMS
W41,Accessories: Drawing pads,,other,1,0.36981677551145803,-0.9179538610387413,-0.1435139768607053,"Cursor skips across the screen erratically, pen pressure levels fail to register inside design apps, or touch functions are completely unresponsive.",Disconnect and reconnect the interface cable; completely remove generic operating system HID (Human Interface Device) pointer drivers and install the vendor's proprietary device driver pack; run the integrated calibration utility to map the pad area to your monitor coordinates.,Peripherals and Hardware,Input Devices,CORE 1,HARDWARE,
W43,Acessories: Styluses,,other,1,0.3795938494587812,-0.9130672921816873,-0.14905243842710394,"Digitizer screen ignores pen strokes completely, line rendering lags behind the physical pen movement, or pressure sensitivity features are missing.",Change the internal battery or charge the active stylus; inspect and replace the plastic pen tip nib if it is worn down or flat; re-pair the device via Bluetooth and verify app configuration support.,Peripherals and Hardware,Input Devices,CORE 1,HARDWARE,
W44,Accessories: Touchpads,,other,1,0.37394290877382513,-0.917872095041591,-0.13295682803726583,"The cursor jumps erratically while typing on the keyboard, mouse clicks fail to register, or multi-finger gestures like scrolling fail to work.","Clean the touchpad surface with a lightly damp microfiber cloth to remove skin oils; use the ""Fn"" key shortcut (e.g., Fn+F7) to verify the touchpad wasn't accidentally disabled; check Windows Settings to lower palm-rejection sensitivity settings so your palm doesn't trigger accidental inputs while typing.",Mobile Devices and Mobile Hardware,Laptop Hardware Components,CORE 1,MOBILE DEVICES,
W45,Accessories: Trackpads,,other,1,0.3665443507180181,-0.9176593341684295,-0.15344896666403784,"The physical trackpad surface lifts or pops out of the laptop chassis enclosure, or clicking mechanisms become rigid and physically impossible to press down.","Safety Warning: If the surface is lifting, check for a internal swollen battery immediately; remove power, safely replace the expanding battery module, and inspect the trackpad structure for permanent structural damage before reassembling.",Mobile Devices and Mobile Hardware,Laptop Hardware Components,CORE 1,MOBILE DEVICES,
W127,Apple: iPadOS,,other,1,0.38743710066493176,-0.9110456558922531,-0.14102590509621282,"Slide Over or Split View multi-tasking interfaces failing to display properly, external dock displays failing to scale resolution windows correctly, or file mapping tools dropping cloud share access paths.",Close running processes via the application switcher; update the system software layer; navigate to accessibility configurations to verify touch gesture parameters are matching operational intents; execute an all-settings reset routine.,Operating Systems Management,Mobile Operating Systems,CORE 2,,OPERATING SYSTEMS
W588,Cursor drift,,other,1,0.36226922007352313,-0.9222353472394978,-0.13506656318039667,The mouse pointer is jittery or moves on its own while the user is not touching the device.,"Clean the surface, ensure the sensor is free of debris, update the driver, or test the device on a different computer to rule out hardware failure.",Hardware,Troubleshooting,CORE 1,HARDWARE,
W645,Digitizers (touchscreens),,other,1,0.37743856183610425,-0.9121101680332055,-0.15998491619378027,Screen ignores touch input or registers phantom touches.,"Clean the screen, calibrate the touch interface in settings, or check for physical damage.",Hardware,Mobile Devices,CORE 1,HARDWARE,
W683,Displays: Digitizers,,other,1,0.3829884055291216,-0.9149517449187137,-0.12721315065849978,"Touch input not registering, ghost touches (screen registering inputs without physical contact), or non-responsive areas of the screen.","Perform a hard reboot, clean the screen surface with an approved cleaner, or reinstall the touchscreen driver in “Device Manager”. If physical damage is present, the digitizer usually requires physical replacement.",Hardware,Input Devices,CORE 1,HARDWARE,
W692,Displays: Touchscreens,,other,1,0.3566546155135348,-0.9220854916987491,-0.15018598879911704,"Non-responsive input, touch registration in the wrong location (calibration error), or physical surface damage.",Ensure the drivers are updated. Use the “Control Panel > Tablet PC Settings > Calibrate” utility to re-sync the touch response area if it is off-center.,Hardware,Input Devices,CORE 1,HARDWARE,
W768,Drawing pads,,other,1,0.39158718610014237,-0.9076064182225962,-0.15136071248287056,"Stylus not tracking, pen pressure sensitivity not working, or driver incompatibility.","Update the device drivers, recalibrate the stylus in the manufacturer's control panel, and check the USB connection.",Hardware,Peripherals,CORE 1,HARDWARE,
W908,External mice,,other,1,0.3666357794234068,-0.9220875595597855,-0.12382543257210914,"Cursor erratic behavior, clicking issues (double-clicking when one was intended), or total failure to respond to movement.","Replace the batteries (for wireless mice), try a different USB port, clean the optical sensor with compressed air, and verify that the mouse drivers are correctly loaded in “Device Manager”.",Hardware,Input Devices,CORE 1,HARDWARE,
W995,"Gestures, macOS",,other,1,0.3666069208046945,-0.9156012402807253,-0.1651476140139416,"Trackpad input is unresponsive, specific shortcuts fail to trigger, or the system performs incorrect actions (e.g., zooming when trying to scroll).","Navigate to “System Settings > Trackpad”, review the “Scroll & Zoom” and “More Gestures” tabs to verify assigned inputs, and clean the trackpad surface with a dry, lint-free cloth.",Operating System,Mac OS (Operating System) Management,CORE 2,,OPERATING SYSTEMS
W997,Ghost cursor,,other,1,0.393958528199129,-0.9096578539557847,-0.13160268536672126,"The cursor drifts, jumps, or clicks icons randomly while the user is not touching the mouse.","Clean the optical sensor area, ensure the mouse pad is not reflective, update the mouse drivers, and test with a different surface; if using a wireless mouse, check for potential electromagnetic interference from nearby devices.",Hardware,Input Devices,CORE 1,HARDWARE,
W1175,iPadOS,,other,1,0.351946401211614,-0.9257633633996262,-0.13818800838424947,"Performance degradation when using multitasking features, or app display scaling issues.","Update the OS to the latest version, close background apps using the App Switcher gesture, or perform a reset of “Network Settings” if connectivity issues persist.",Operating System,Mobile OS,CORE 2,,OPERATING SYSTEMS
W1365,macOS (OS X): gestures,,other,1,0.3867022209371294,-0.9074456283457188,-0.16432840265314805,"Multi-finger Swipes fail to switch between active application windows, pinching to zoom fails to register, or trackpad swipes function as plain single clicks only.","Go to “System Preferences” (or “System Settings”), click on “Trackpad”, click through the “Point & Click”, “Scroll & Zoom”, and “More Gestures” tabs, and verify the checkboxes for the broken features are toggled on. If they are on but failing, toggle them off and back on again.",Operating Systems,Mac Operating Systems,CORE 2,,OPERATING SYSTEMS
W1376,macOS (OS X): spinning pinwheel,,other,1,0.37872212016575896,-0.91804449922024,-0.11731944914894141,"The cursor permanently turns into a spinning multi-colored disc, and the active application stops responding to keyboard strokes or mouse clicks.","Open the ""Force Quit"" manager menu using “Option + Command + Escape”, select the application that shows ""Not Responding"" next to its name, and click the ""Force Quit"" button to clear the locked thread.",Operating Systems,Mac Operating Systems,CORE 2,,OPERATING SYSTEMS
W1448,Mice (external),,other,1,0.3536936090458709,-0.9214026570593051,-0.16099060371387913,"Cursor jumping erratically, pointer not moving, or button clicks not registering.","If wired, try a different USB port; if wireless, replace the batteries or recharge the device; clean the sensor on the bottom of the mouse; check Device Manager to see if there is a driver issue, and if so, update or reinstall the mouse driver.",Hardware,Peripherals,CORE 1,HARDWARE,
W1536,"Multitouch gestures, macOS (OS X)",,other,1,0.40021897206822815,-0.9049370856883233,-0.14461550865164777,"Pinch-to-zoom, swiping between desktops, or three-finger dragging features stop working or respond inconsistently.","Navigate to “System Settings > Trackpad”, verify that the specific gestures are toggled to “Enabled”, and check if any third-party software is intercepting the input. If problems persist, reset the trackpad configuration by deleting the trackpad preference list (plist) file in the user library and restarting the system.",Operating Systems,Mac Operating Systems,CORE 2,,OPERATING SYSTEMS
W1771,Peripherals: Drawing pads,,other,1,0.3561112343093507,-0.9262944616183033,-0.12313959222739214,"Stylus pressure sensitivity not working, erratic cursor movement, or device not recognized by the OS.","Reinstall the manufacturer's tablet drivers, check the USB connection, and recalibrate the stylus through the device's control software.",Hardware,Input Devices,CORE 1,Hardware,
W1773,Peripherals: Mice (external),,other,1,0.3737426030347319,-0.9112582824900689,-0.17298788763977804,"Cursor jumping, buttons failing to click, or the mouse not moving at all.","Clean the optical sensor, try a different USB port, replace the batteries if wireless, and test the mouse on another machine to confirm if the device is faulty.",Hardware,Input Devices,CORE 1,Hardware,
W1779,Peripherals: Styluses,,other,1,0.39352201380489665,-0.9114269354808424,-0.12017223444264857,"Inaccurate input, pressure sensitivity failure, or touch not registering.","Replace the stylus battery (if active), replace the stylus tip if worn, ensure the screen is clean, and check the touch digitizer settings.",Hardware,Input Devices,CORE 1,Hardware,
W1780,Peripherals: Touchpads,,other,1,0.3450591386187433,-0.9269050135146907,-0.14758484602770694,"Cursor freeze, erratic movement, or gestures (like scrolling) failing.","Check if the touchpad is disabled via a keyboard shortcut (e.g., “Fn”+“F5”), clean the surface, and update the touchpad driver in Device Manager.",Hardware,Mobile Devices/Input Devices,CORE 1,Hardware,
W1781,Peripherals: Trackpads,,other,1,0.3974503614033471,-0.9032856990054541,-0.1615801850245777,Unresponsive to touch or accidental clicks registering.,Adjust palm rejection sensitivity in the mouse/touchpad settings to prevent accidental input while typing.,Hardware,Input Devices,CORE 1,Hardware,
