node_id,word,definition,pos_group,cluster,x,y,z
W1096,HCL,,other,1,0.04375615465310225,-0.4111963555361713,0.9104959945676557
W1177,NLX,,other,1,0.013974256942872706,-0.3482318726821265,0.9373042638285572
W1236,RISC,,other,1,-0.010614812660279535,-0.41438782934977747,0.9100384896469859
W1259,SLI,,other,1,0.05673166226360087,-0.3801681395576332,0.9231758793220806
W1291,UEFI,,other,1,-0.01864663284089369,-0.3633470713048625,0.9314672344521175
W103,RAID,,other,2,-0.7781654303412716,-0.6157849791646306,0.12356141168260865
W193,CD,,other,2,-0.7714640067021894,-0.6253043797619976,0.11763383447574863
W194,CD-ROM,,other,2,-0.7744641947681214,-0.6180817249153132,0.13483394360425827
W229,DVD-ROM,,other,2,-0.7810817461585119,-0.6141337772807856,0.11292036760834763
W354,CD,,other,2,-0.7652263063947002,-0.6312714907240659,0.12619431445409793
W355,CD-ROM,,other,2,-0.7829186129551959,-0.6078377643362025,0.13255828052249083
W356,CD-RW,,other,2,-0.7735889491957788,-0.624773986920581,0.10591318590965179
W357,CDFS,,other,2,-0.7674568069929297,-0.6254165814031936,0.14094023239004352
W390,DVD,,other,2,-0.7878539941767964,-0.6047668368695736,0.11637506984934287
W392,DVD-ROM,,other,2,-0.7627775028790822,-0.6363329143680198,0.11511256748702291
W393,DVD-R,,other,2,-0.7789219748942533,-0.6102363002686387,0.14454139497486493
W394,DVD-RW,,other,2,-0.78158230503178,-0.6156758878069397,0.10036085708256015
W520,OCR,,other,2,-0.7597190558789253,-0.6358244507567287,0.13621389046033028
W562,RAID,,other,2,-0.7903356938111689,-0.5989033915642067,0.12916740556699594
W617,TDR,,other,2,-0.7669972502430374,-0.6336169280010829,0.10121663237872593
W767,RAID,,other,2,-0.769678430001029,-0.6202050356686454,0.1514622993434519
W857,CD,,other,2,-0.7904715114933288,-0.6034714103082629,0.10477140095468782
W858,CD-ROM,,other,2,-0.7559253402828288,-0.6431384340496865,0.12226951609623239
W893,DVD-ROM,,other,2,-0.7862386035308346,-0.6006163046311667,0.14522022217681843
W1018,CD,,other,2,-0.7767467081128384,-0.6230682657056354,0.09192653428929333
W1019,CD-ROM,,other,2,-0.7590872159872338,-0.6338535835530303,0.14837868156083697
W1020,CD-RW,,other,2,-0.7956863203485942,-0.5938905396442742,0.11906849512422313
W1021,CDFS,,other,2,-0.758880822099818,-0.6428552277770306,0.10410117179382032
W1054,DVD,,other,2,-0.7760157190619192,-0.6107740584560815,0.15733611564386527
W1056,DVD-ROM,,other,2,-0.788568296992111,-0.6079126096375476,0.09274858501685317
W1057,DVD-R,,other,2,-0.7517368481329555,-0.645608929239157,0.13446494578810964
W1058,DVD-RW,,other,2,-0.7940001553265331,-0.5918297125099891,0.13892927960579415
W1184,OCR,,other,2,-0.7686820033118955,-0.6334291524083252,0.08885655104538871
W1226,RAID,,other,2,-0.7627803352426887,-0.6266989495590024,0.15941953076299756
W1281,TDR,,other,2,-0.7978055417623484,-0.5936328872430455,0.1053864920982339
W20,DDoS,,other,3,0.49276226469975104,0.6878264094789746,0.5329917268694088
W28,DoS,,other,3,0.4838466688138454,0.6986088022656114,0.5271035405636667
W123,SMB,,other,3,0.4847715053280292,0.6847778312014353,0.5441285781109603
W124,SMS,,other,3,0.4994899799381402,0.691089728569754,0.522402858919034
W213,DDoS,,other,3,0.47258917628397473,0.6998989622879234,0.5355379660187709
W223,DoS,,other,3,0.4981422601241491,0.676962058111547,0.5418271500725882
W374,DDoS,,other,3,0.48962638026984984,0.7032878487160849,0.5154145997079881
W386,DoS,,other,3,0.4728907076582251,0.6883056603771077,0.5500997150547677
W597,SMB,,other,3,0.5091135135479643,0.681463403325445,0.5257480958129556
W684,DDoS,,other,3,0.47128253139518866,0.7090920227090952,0.5244819147807358
W692,DoS,,other,3,0.4895905313828097,0.6736511455123846,0.5536201276418247
W787,SMB,,other,3,0.5030160722741811,0.6978830193341217,0.509837348925072
W788,SMS,,other,3,0.4621983090965031,0.6992695396608343,0.5453391916696049
W877,DDoS,,other,3,0.5102353423714668,0.6707060173838794,0.5383431374505737
W887,DoS,,other,3,0.4807072219882591,0.7128592042814919,0.5106391305016574
W1038,DDoS,,other,3,0.4741392555317697,0.6790778326567266,0.5603974157310346
W1050,DoS,,other,3,0.5156531678090575,0.6853993994746983,0.5141298218623451
W1261,SMB,,other,3,0.45945540375764654,0.7116627640353902,0.531447873495987
W6,APFS,,other,4,-0.835869049353623,0.08731502270400468,0.54194005124448
W15,CIFS,,other,4,-0.8397916732191238,0.07715903474955055,0.5373978311719746
W82,NTFS,,other,4,-0.8306631202792283,0.08307481478449705,0.5505427828575158
W106,ReFS,,other,4,-0.8407567970884374,0.0906215565272842,0.5337749915855594
W165,XFS,,other,4,-0.8362930515147572,0.069048912520479,0.5439174382825714
W196,CDFS,,other,4,-0.830541317680196,0.09511401067614243,0.5487754045136702
W198,CFS,,other,4,-0.8452925188912498,0.07928323662528874,0.5283888018275034
W201,CIFS,,other,4,-0.8284677633921058,0.07368807947632355,0.5551677511916312
W215,DFS,,other,4,-0.8379384559194598,0.1008194298542334,0.5363716870372437
W248,ext2,,other,4,-0.8421225022288777,0.06465035144251739,0.5353970706850502
W250,File Allocation Table (FAT),,other,4,-0.8249518164266594,0.09059642132639718,0.5578949623515213
W271,hard disk drive (HDD),,other,4,-0.8468456814813308,0.09041496395037324,0.52409686704871
W274,HPFS (High-Performance File System),,other,4,-0.83184279120409,0.06226012567451808,0.5515081572132744
W359,CFS,,other,4,-0.8310186227603735,0.10569737048417993,0.5461099838843657
W362,CIFS,,other,4,-0.8484232460859009,0.06958966998814646,0.5247239972900072
W377,DFS,,other,4,-0.8226635031905105,0.07806626272430518,0.5631433380078087
W411,Ext2,,other,4,-0.8432437653737341,0.10374657009768355,0.5274244982471835
W437,HPFS,,other,4,-0.8393084648196726,0.05566436857870391,0.5407982793544913
W504,NAS,,other,4,-0.8233895211668489,0.10140710590507312,0.558342453432107
W509,NFS,,other,4,-0.8516129093924721,0.0829068543158928,0.5175730924840785
W515,NTFS,,other,4,-0.8256157450072026,0.06268206806937246,0.5607402250050804
W590,SFC,,other,4,-0.835175446146161,0.11269494879129043,0.5383138700344707
W670,APFS,,other,4,-0.8479455039416638,0.058393967462929845,0.5268572547750064
W679,CIFS,,other,4,-0.8186188529877498,0.08794212828946477,0.5675644065698096
W746,NTFS,,other,4,-0.8494046061988014,0.10013036248040763,0.5181560821584562
W770,ReFS,,other,4,-0.833572424161108,0.05097089221942363,0.5500536172270205
W829,XFS,,other,4,-0.8252812857210577,0.11222181871285575,0.5534591790217023
W860,CDFS,,other,4,-0.8541330408862104,0.07124161313980733,0.5151518038633982
W862,CFS,,other,4,-0.8193399109390493,0.06922474316802991,0.569113385254389
W865,CIFS,,other,4,-0.8416009617987263,0.11471553910110327,0.5277766252764535
W879,DFS,,other,4,-0.8441580725542234,0.04855684872362594,0.5338907949979748
W912,ext2,,other,4,-0.8172465548118912,0.10070659909877999,0.5674206989051882
W914,File Allocation Table (FAT),,other,4,-0.8548686506433776,0.09088284146758215,0.5108227669886583
W935,hard disk drive (HDD),,other,4,-0.8262243052546758,0.051785834082803295,0.5609559918521031
W938,HPFS (High-Performance File System),,other,4,-0.8302640750174615,0.12043413003044662,0.5442032580380317
W1023,CFS,,other,4,-0.8536552293026707,0.057968512193548094,0.517602551267158
W1026,CIFS,,other,4,-0.8144489565127725,0.08075859211044241,0.5745876321637937
W1041,DFS,,other,4,-0.848956696522605,0.11090096350721863,0.5166947877834615
W1075,Ext2,,other,4,-0.8375980553420205,0.04243014568427637,0.5446367417136642
W1101,HPFS,,other,4,-0.8190796037590566,0.11377974737040004,0.5622835332767934
W1168,NAS,,other,4,-0.8583294250273836,0.07745387702822987,0.5072193756802443
W1173,NFS,,other,4,-0.8186493088571813,0.058532884622730826,0.571303081144677
W1179,NTFS,,other,4,-0.8375985482346678,0.12399095824351615,0.5320290539707688
W1254,SFC,,other,4,-0.8498943543111838,0.045682033655528385,0.5249692736828232
W11,BIOS,,other,5,0.709195730517736,-0.47169676714380393,0.5239690598513413
W55,IOPS,,other,5,0.7192823146429346,-0.46267671076017186,0.5182308492959976
W79,NetBIOS,,other,5,0.706076795135506,-0.46412989666206944,0.5348261384745785
W186,BIOS,,other,5,0.7124889000790136,-0.4780399263086155,0.5136510450870814
W279,I&O,,other,5,0.7202304910891162,-0.4517890170521992,0.526454863949929
W347,BIOS,,other,5,0.6989418478921875,-0.4773180026777444,0.5325859720127666
W442,I/O,,other,5,0.7239060276591781,-0.46805000365245825,0.5068424382385941
W493,MIMO,,other,5,0.7091497479453559,-0.4525513753718406,0.5406513549766555
W506,NetBIOS,,other,5,0.7035271707198646,-0.4876954054226256,0.5169165421889333
W507,NetBEUI,,other,5,0.7289915925403047,-0.4501576804240301,0.5156833531934176
W675,BIOS,,other,5,0.6955581235910898,-0.46922221323275254,0.5440858492144413
W719,IOPS,,other,5,0.7190781421809108,-0.4811586820138751,0.5014109573596497
W743,NetBIOS,,other,5,0.7193657238968365,-0.44181383672580515,0.5360163140800884
W850,BIOS,,other,5,0.6932669816149224,-0.48921391076469833,0.5291981119739984
W943,I&O,,other,5,0.732836041502358,-0.4590764806814615,0.5021953018102399
W1011,BIOS,,other,5,0.7003564409167373,-0.45412952331797524,0.5506970416821114
W1106,I/O,,other,5,0.7074599487224875,-0.49383134069447393,0.5055996715796737
W1157,MIMO,,other,5,0.7311514574297524,-0.438669647730949,0.5224810871772811
W1170,NetBIOS,,other,5,0.687570402817785,-0.480237802981398,0.5446270226095916
W1171,NetBEUI,,other,5,0.7284901412933947,-0.47549964745631995,0.49315535007464456
W58,IPS,,other,6,0.7494330145016437,0.5808014825329348,-0.317836112898651
W129,SPF,,other,6,0.7393352599471951,0.5900395004497399,-0.32440215983842496
W138,TCP,,other,6,0.7497366943318157,0.5871045016522145,-0.30529198042547134
W181,ATM,,other,6,0.7484742036714972,0.575453457907848,-0.3296053461644986
W342,ATM,,other,6,0.7356267801158606,0.5997666960111633,-0.31485417375703334
W518,NTSC,,other,6,0.7585230785038216,0.5743845651093156,-0.3077744478368327
W552,PRI,,other,6,0.7370276915620173,0.5856552126135999,-0.3373398194836818
W615,TCP,,other,6,0.7441477840023809,0.5976433933748303,-0.29844002734178215
W616,TCP/IP,,other,6,0.75764202516127,0.5655976538119609,-0.3256959559342649
W722,IPS,,other,6,0.7283239136491655,0.6021305498478586,-0.32708267723417944
W793,SPF,,other,6,0.7587690741642729,0.581032626027737,-0.29439867456088237
W802,TCP,,other,6,0.7439558967441725,0.5732244063573908,-0.3434288917021848
W845,ATM,,other,6,0.7333396095316996,0.608302239591959,-0.30361390350130774
W1006,ATM,,other,6,0.7656567935134029,0.5628377686200332,-0.3114214519932693
W1182,NTSC,,other,6,0.7275435568303958,0.5944907923806768,-0.3424340384499934
W1216,PRI,,other,6,0.7509410426598495,0.5949143273442595,-0.286643495599439
W1279,TCP,,other,6,0.7559414318962543,0.560355791781646,-0.33845817785866184
W1280,TCP/IP,,other,6,0.7233349647324233,0.61238301626135,-0.31901970188406054
W104,RAM,,other,7,-0.9782684613241507,-0.0696115366167662,-0.19530758190180736
W157,VRAM,,other,7,-0.9762334269977301,-0.08090395695417746,-0.2010543353460058
W224,DRAM,,other,7,-0.9800868825226945,-0.07379479720913576,-0.18434758097628642
W236,EEPROM,,other,7,-0.97637772304865,-0.06640238485884906,-0.205614360440586
W241,EPROM,,other,7,-0.9771724720275952,-0.08940486570077204,-0.19271930339357757
W255,FPM,,other,7,-0.9805688300791183,-0.06074771383825633,-0.18653279802944644
W383,DMA,,other,7,-0.9739843184229873,-0.07901679526388022,-0.21239325208757234
W387,DRAM,,other,7,-0.9803891976815874,-0.08377307633877494,-0.1783790703810042
W391,DVD-RAM,,other,7,-0.9777867924991837,-0.05513581541536312,-0.20222025188551537
W399,EEPROM,,other,7,-0.9745067203055258,-0.09460262328605364,-0.20343794077498165
W404,EPROM,,other,7,-0.9824327461517373,-0.0651945038352111,-0.1748587314332246
W553,PROM,,other,7,-0.9736983240284903,-0.06707640705745312,-0.21774372413544354
W563,RAM,,other,7,-0.9783897868098498,-0.09638963977966526,-0.18292747855181063
W576,ROM,,other,7,-0.9805913087395867,-0.049311279689382696,-0.18976059369579384
W605,SRAM,,other,7,-0.9720636399033061,-0.0897301246821687,-0.21688887639170887
W648,VRAM,,other,7,-0.9826340952135211,-0.07856759511112144,-0.1680992799578857
W768,RAM,,other,7,-0.9755561539864994,-0.052358159832593114,-0.21342168005620787
W821,VRAM,,other,7,-0.9749779880296615,-0.10409124441617136,-0.1964253947266647
W888,DRAM,,other,7,-0.983275207742073,-0.05335489407920278,-0.17413535286546525
W900,EEPROM,,other,7,-0.9712237577973128,-0.07555079089275922,-0.22586830296778027
W905,EPROM,,other,7,-0.9806291175487345,-0.09543302225660201,-0.17105283417284084
W919,FPM,,other,7,-0.9789953799390969,-0.04204001076647571,-0.1995010865951813
W1047,DMA,,other,7,-0.9715103185598565,-0.10179033168355953,-0.21402436615366235
W1051,DRAM,,other,7,-0.9844214016326684,-0.06754816061619949,-0.16233222109285889
W1055,DVD-RAM,,other,7,-0.972698974492759,-0.05672823264364901,-0.22503024828200976
W1063,EEPROM,,other,7,-0.9767980584170786,-0.10870844742918669,-0.18452107340399176
W1068,EPROM,,other,7,-0.9827462644101917,-0.041777941561170574,-0.18017875398260721
W1217,PROM,,other,7,-0.969459457976448,-0.08835046988817011,-0.2287849510141591
W1227,RAM,,other,7,-0.9831563389161866,-0.08784860257388208,-0.16026926179007747
W1240,ROM,,other,7,-0.9762804170715774,-0.040330375465044865,-0.21272049280075295
W1269,SRAM,,other,7,-0.9723310789553183,-0.11212435803309007,-0.20493999422575865
W1312,VRAM,,other,7,-0.9852742410155776,-0.053609294432201374,-0.1623598273639724
W30,DSL,,other,8,0.47972092518256987,0.7636419091881189,-0.4321097875233836
W107,RFID,,other,8,0.4670627865781507,0.7680328031354783,-0.43815290333593887
W117,SC,,other,8,0.47867244540944187,0.7707211229010661,-0.42054921319610744
W120,SIM,,other,8,0.47990693490423025,0.7572952985765589,-0.4429369758607511
W332,ADSL,,other,8,0.46104327226022784,0.7765948997322486,-0.4293477178388635
W389,DSL,,other,8,0.4907431669890025,0.761834222130128,-0.42282355899948
W452,IMSI,,other,8,0.4656311113343048,0.7620000597625741,-0.4500484163725205
W568,RFID,,other,8,0.4705086480445104,0.7791304989222873,-0.4142188766394338
W584,SC,,other,8,0.4917659088636102,0.7517758670500535,-0.4393168976953742
W593,SIM,,other,8,0.45286775169579935,0.7751071933841974,-0.4405901022924416
W694,DSL,,other,8,0.4895806524957097,0.7692937797802694,-0.41048491457453284
W771,RFID,,other,8,0.47569562985701835,0.7524020118546793,-0.455636785490335
W781,SC,,other,8,0.456819627235929,0.7847196985283452,-0.418963987609448
W784,SIM,,other,8,0.5008529388205832,0.753353810718633,-0.4261506418515629
W996,ADSL,,other,8,0.4537593505650207,0.7663826141984349,-0.4547088523760929
W1053,DSL,,other,8,0.47832410758918376,0.7800878153795892,-0.4033225116396441
W1116,IMSI,,other,8,0.49118457772773544,0.7451853688541797,-0.451039329380583
W1232,RFID,,other,8,0.4454205959888177,0.7835793042935578,-0.43313273548854564
W1248,SC,,other,8,0.5011919951748041,0.7622281704167229,-0.4096520477135133
W1257,SIM,,other,8,0.4649920324061989,0.7539077383956749,-0.4641180149335629
W31,DVI,,other,9,0.11195689030350152,-0.9223429003808413,-0.3697961990483772
W41,FRT,,other,9,0.12189465006312995,-0.9191027200847613,-0.3746890500385352
W48,HDMI,,other,9,0.1160157113891034,-0.9255349568457529,-0.3604516588495756
W61,KVM,,other,9,0.10878437240042163,-0.9191586129003252,-0.37856756946758746
W64,LCD,,other,9,0.12974049992614906,-0.9208985180203516,-0.3675776410322491
W184,A/V,,other,9,0.10427470144494484,-0.9262089786470903,-0.3623033459852137
W232,DVI,,other,9,0.1198737511900205,-0.9153786795447089,-0.38433339278628675
W233,DVI-D,,other,9,0.12511348975187062,-0.9263224851588419,-0.3553495014366216
W270,High-Bandwidth Digital Content Protection (HDCP),,other,9,0.09879614203000012,-0.921476770302798,-0.37565926597425053
W276,Home Theater PC (HTPC),,other,9,0.13407782388518202,-0.9165834237757735,-0.3766934621170045
W306,KVM (keyboard video mouse),,other,9,0.10858743066359587,-0.9295511753519693,-0.3523398676046344
W345,A/V,,other,9,0.10902959521776202,-0.9148158922966282,-0.38887585495653326
W381,DLT,,other,9,0.1362683220689227,-0.9232554504263196,-0.35920790311268813
W395,DVI,,other,9,0.09393981453132073,-0.9262455850122827,-0.3650266120313355
W396,DVI-D,,other,9,0.12932445539992,-0.9124824708757419,-0.3881377662377306
W435,HDMI,,other,9,0.12074628956835086,-0.9302226279946538,-0.3465634082274065
W439,HTPC,,other,9,0.0959789218829821,-0.9178380522733846,-0.3851770454650436
W458,IR,,other,9,0.14276625353784642,-0.9177174121429102,-0.370691985751631
W469,KVM,,other,9,0.09800600361400608,-0.9309697189548217,-0.35169618372224576
W473,LCD,,other,9,0.11637141817267646,-0.9109455175290613,-0.39577260785227547
W491,MIDI,,other,9,0.1357500026362796,-0.9272146878418427,-0.34906283021055734
W569,RGB,,other,9,0.08714317196762815,-0.92360902349656,-0.37329939632304693
W578,RTC,,other,9,0.14019425601508098,-0.9119229236795308,-0.38567104097683347
W603,SPDIF,,other,9,0.11104504834810833,-0.933254250092925,-0.34162186979299
W695,DVI,,other,9,0.099546485652651,-0.9132534865319957,-0.3950424869952097
W705,FRT,,other,9,0.1472372835354679,-0.9210565624869619,-0.36052183156751766
W712,HDMI,,other,9,0.0874629944421448,-0.9300703508648156,-0.3568183950490949
W725,KVM,,other,9,0.12773546193616087,-0.9083472559583924,-0.3982322367122157
W728,LCD,,other,9,0.12926847813204664,-0.9315545516136221,-0.3398466976878959
W848,A/V,,other,9,0.08522276777291575,-0.919167121516386,-0.3845372317167807
W896,DVI,,other,9,0.14970003598052087,-0.9136620629833223,-0.3779041332037669
W897,DVI-D,,other,9,0.09856255792557007,-0.934656504267949,-0.3416176828046027
W934,High-Bandwidth Digital Content Protection (HDCP),,other,9,0.10859140419963124,-0.9088167543508587,-0.4028151113663974
W940,Home Theater PC (HTPC),,other,9,0.14632242635371553,-0.9257907986388295,-0.34857014315864704
W970,KVM (keyboard video mouse),,other,9,0.0794930496980542,-0.9269486187064231,-0.36667030603521344
W1009,A/V,,other,9,0.1406291485192227,-0.9076699074512875,-0.3954222827486203
W1045,DLT,,other,9,0.11794163739554235,-0.9352486296801057,-0.3337660420862839
W1059,DVI,,other,9,0.08899826171737793,-0.9137694497344112,-0.3963643552886109
W1060,DVI-D,,other,9,0.15555727438306502,-0.9174730452145075,-0.3661217634767564
W1099,HDMI,,other,9,0.08581861744988063,-0.933925057449382,-0.3470146278864328
W1103,HTPC,,other,9,0.12168529850170397,-0.9054871083147036,-0.40655354481842576
W1122,IR,,other,9,0.13962585101695665,-0.9310144926055616,-0.33721897379328986
W1133,KVM,,other,9,0.07608720134583329,-0.9219840786788592,-0.3796789386495565
W1137,LCD,,other,9,0.1525215122796757,-0.909252269508331,-0.38729510542462303
W1155,MIDI,,other,9,0.10351757686759822,-0.9374228916397955,-0.3324491442448684
W1233,RGB,,other,9,0.09840709458792549,-0.9083664030846864,-0.4064314474567049
W1242,RTC,,other,9,0.1561223261817743,-0.9228233875166091,-0.3521687304687372
W1267,SPDIF,,other,9,0.07529962221357955,-0.930900566839009,-0.3574270576681399
W80,NFC,,other,10,0.9615250898919527,0.012359095441635808,-0.2744389809559428
W98,PoE,,other,10,0.9597965937208255,0.023083529277363703,-0.2797456869336896
W171,ADSL,,other,10,0.964301023112275,0.016208242112723436,-0.264311993129776
W203,CNR,,other,10,0.9587913217930396,0.00943098915300239,-0.2839546754289356
W204,COMx,,other,10,0.9617847348868517,0.03103829974795335,-0.2720418123880675
W226,DSL,,other,10,0.9638751829471865,0.00390818788480943,-0.26632566111057426
W242,EPP,,other,10,0.956722757070769,0.02141720441695518,-0.2902117665737707
W266,Global System for Mobile Communications (GSM),,other,10,0.9655945418698784,0.02558433726863661,-0.25879069225461776
W295,IR (infrared),,other,10,0.9597620929210798,-0.0012380813084372317,-0.28081166668502633
W298,IRQ (Interrupt Request),,other,10,0.9587556740668405,0.0360591997380995,-0.28193490659882164
W300,ISDN (Integrated Services Digital Network),,other,10,0.966766947843292,0.008003650514372006,-0.25553397061097255
W316,Media Access Control (MAC),,other,10,0.9553976245663859,0.010195858745019598,-0.295146444053386
W364,CNR,,other,10,0.9640690118511648,0.03755436711877233,-0.2629840487532036
W365,COMx,,other,10,0.963033512913493,-0.006853622159558746,-0.26929441299215756
W405,EPP,,other,10,0.955174672853823,0.03159307542908425,-0.2943522072679679
W508,NFC,,other,10,0.9682123082218812,0.02057934365863053,-0.24928180202781944
W527,PAT,,other,10,0.9566712022521633,-0.003743235515458015,-0.2911463531787344
W544,PoE,,other,10,0.9602646453544709,0.044967661278316674,-0.2754445866620199
W566,RF,,other,10,0.9669746834062088,-0.0031771599917445386,-0.25485263841257116
W567,RFI,,other,10,0.952929628411646,0.018291376598354312,-0.30263930484551993
W744,NFC,,other,10,0.967036340249203,0.03654822364144059,-0.25200187298129983
W762,PoE,,other,10,0.9604036103276297,-0.013618257379081228,-0.2782794428907955
W835,ADSL,,other,10,0.9555460159263445,0.04297096014469934,-0.2916938601197034
W867,CNR,,other,10,0.9697371759773362,0.010124933070161301,-0.24394117171528365
W868,COMx,,other,10,0.9533528848286952,0.0005081338385442409,-0.30185761343522
W890,DSL,,other,10,0.9631462752453144,0.04922718918146224,-0.2644351268768385
W906,EPP,,other,10,0.9653926670323819,-0.014045175277178064,-0.26042221773792257
W930,Global System for Mobile Communications (GSM),,other,10,0.9517631806048863,0.030423401438562682,-0.30532157586678815
W959,IR (infrared),,other,10,0.9698272621253581,0.02929093462759242,-0.24202711167774993
W962,IRQ (Interrupt Request),,other,10,0.9567624057783751,-0.015095348115620116,-0.29047862116590256
W964,ISDN (Integrated Services Digital Network),,other,10,0.9575876233226103,0.05265863961895003,-0.2832896244708521
W980,Media Access Control (MAC),,other,10,0.969782237273933,-0.0030323026465045397,-0.2439533098947932
W1028,CNR,,other,10,0.9505814252909138,0.010442717805583321,-0.310299699543406
W1029,COMx,,other,10,0.9666817073227949,0.04771708524289205,-0.25149464507899305
W1069,EPP,,other,10,0.9622949685926875,-0.021973640504630278,-0.27111907447498407
W1172,NFC,,other,10,0.9522032669501905,0.04392126945994775,-0.30229101954641496
W1191,PAT,,other,10,0.9717361604553492,0.01706691014967918,-0.23545181044417227
W1208,PoE,,other,10,0.9528317432685448,-0.010531926959813708,-0.3033162500334248
W1230,RF,,other,10,0.9609436281814471,0.0583052004800676,-0.2705325249474747
W1231,RFI,,other,10,0.9681564019849374,-0.016210433913140476,-0.24982074198898693
W44,GPS,,other,11,0.9370713753453458,0.14322639680894675,0.31840765814519645
W62,LAN,,other,11,0.9371133942513927,0.15300320261555533,0.31370130108754307
W68,MAN,,other,11,0.933538047415143,0.14612199618401356,0.32734549983086864
W70,MDM,,other,11,0.9402217271167327,0.14110642031804263,0.30995496770120684
W91,PAN,,other,11,0.9337014943880187,0.15966045855128252,0.3204840984398054
W113,SAN,,other,11,0.9357995426474405,0.13531103403323172,0.32553055163793604
W127,SOHO,,other,11,0.940335842170679,0.15204645986311793,0.3043852459831999
W153,VLAN,,other,11,0.9305366854509727,0.1541462916387974,0.3321752516427506
W156,VPN,,other,11,0.9407152845063689,0.1314759859107756,0.31268005792645476
W158,WAN,,other,11,0.9358225911944157,0.16460478580412036,0.3116750588362005
W161,WLAN,,other,11,0.9319917965881553,0.13838522846917858,0.3350236105618761
W163,WWAN,,other,11,0.9432722956959578,0.14233603886685123,0.2999630447441349
W221,DMZ,,other,11,0.9300183268263196,0.1649638365820175,0.32840956805080207
W263,Global Positioning System (GPS),,other,11,0.9380507612923642,0.12590182078268924,0.32281496365939955
W307,LAN (Local Area Network),,other,11,0.9400074907699585,0.16126440255674057,0.3006321835139809
W318,MAN (Metropolitan Area Network),,other,11,0.9283296083461178,0.1492099381779557,0.3405004150024995
W426,GPS,,other,11,0.9439714486437791,0.12976200723136408,0.30344641310230125
W429,GSM,,other,11,0.9325574382857748,0.17216022421568247,0.31732866478759786
W470,LAN,,other,11,0.9332324014913388,0.12841924225510026,0.3355380500410269
W480,MAN,,other,11,0.944216384943711,0.1498790026469397,0.29324341931131
W486,MDM,,other,11,0.926821455739234,0.16349924596258836,0.33803843827451385
W526,PAN,,other,11,0.9415062828608811,0.12034181613956363,0.31477574020517857
