node_id,word,definition,pos_group,cluster,x,y,z,ERROR SYMPTOMS,TROUBLESHOOTING,PRIMARY CATEGORY,SUB CATEGORY,CORE,CORE 1: DOMAIN,CORE 2: DOMAIN
W128,Apple: macOS (OS X),,other,8,0.4982024055656058,-0.6522418846223046,-0.5712922956184405,"The system displays a spinning color wheel icon (""beachball of death"") indefinitely, system file structures fail to locate user documents, or kernel panic screens prompt for a cold system restart.","Restart the machine while holding down ""Cmd + R"" to boot into macOS Recovery Mode; run Disk Utility and execute the First Aid routine to check and fix storage file allocation tree corruption; reinstall the base system image over the current data block layer.",Operating Systems Management,Desktop Operating Systems,CORE 2,,OPERATING SYSTEMS
W137,Applications: macOS (OS X),,other,8,0.4735413881602636,-0.6415155964851276,-0.6035033497550628,"Finder windows freezing up completely, native file indexing tools failing to search local directories, or Safari web extensions causing system resource issues.",Relaunch the Finder utility by choosing it from the Force Quit window layout; clear system cache files from the user library path folder; run built-in system diagnosis tools.,Operating Systems Management,Operating System Features,CORE 2,,OPERATING SYSTEMS
W139,Applications: OS requirements,,other,8,0.5155223730616635,-0.6271298371132764,-0.5839048298097445,"Attempting to launch a program throws an error popup stating ""This application requires Windows 10 Version 22H2 or higher"" or ""OS architecture mismatch,"" causing the installer to fail.","Check the system version using the ""winver"" command tool; install outstanding operating system feature updates via Windows Update; if needed, run the application using compatibility mode options by altering the shortcut properties.",Operating Systems Management,System Requirements and Planning,CORE 2,,OPERATING SYSTEMS
W78,Adapters: video adapters,,other,9,0.6103073596732953,0.4995794828324645,-0.6147725327805873,"Workstation screen flickers constantly, artifacts or weird lines appear across the display, games and applications crash due to driver errors, or the monitor remains completely black while the PC power lights turn on.","Ensure the video cable is firmly connected to the correct graphics card port rather than the motherboard's integrated port; boot into Safe Mode, open Device Manager, right-click the video adapter, and choose Update driver or perform a clean install of the latest vendor software.",Peripherals and Hardware,Internal Expansion Cards,CORE 1,HARDWARE,
W106,AMD CPU,,other,9,0.5916880435530315,0.5113645810206022,-0.6232267038518243,"A computer completely fails to post after a hardware upgrade, the motherboard status lights show a CPU error, or the processor cannot be physically seated into the motherboard socket.","Verify that the motherboard socket matches the explicit AMD socket generation (Intel motherboards are completely incompatible); lift the socket retention lever, align the gold triangle on the corner of the AMD CPU with the matching triangle on the socket, and gently drop the chip into place without applying force; inspect the underside of the processor to ensure no pins are bent.","Motherboards, RAM, and CPU Diagnostics",CPU Architecture and Hardware,CORE 1,HARDWARE,
W155,ARM (Advanced RISC  (Reduced Instruction Set Computer) Machine) CPU,,other,9,0.6151136098903073,0.5132872743825013,-0.5984742441280974,"Desktop Operating System (OS) setup files throw compilation execution errors stating “Incompatible processor architecture,” or desktop software binaries fail to execute natively without emulation.","Verify that the software packages being deployed are compiled explicitly for ARM architectures; if running legacy applications, configure an OS-level translation environment (such as “Rosetta” or “Windows on ARM” emulation layers) to bridge the instruction sets.","Motherboards, RAM, and CPU Diagnostics",CPU Architecture and Hardware,CORE 1,HARDWARE,
W172,ATX: Motherboards,,other,9,0.6046443385567517,0.4875014745926508,-0.6298789852989692,"A replacement motherboard cannot be physically mounted into a compact computer case because the mounting screw holes do not align, or the Power Supply Unit (PSU) cabling layout lacks the necessary 24-pin power connector block.","Check case specifications before assembly to ensure compatibility with full-size ATX components; place the motherboard gently over the matching computer case standoffs, screw down all mounting points uniformly, and insert the standard 24-pin primary power cable block firmly into the motherboard port slot.","Motherboards, RAM, and CPU Diagnostics",Motherboard Form Factors,CORE 1,HARDWARE,
W198,Backlights,,other,9,0.5889577646712555,0.5292394331730869,-0.6107653999761841,"The laptop screen remains completely black or dark even though the power light indicator is on, but a faint, ghostly image of the desktop can be seen if a bright flashlight is shined directly onto the monitor surface.","Connect an external monitor to the video port to verify whether the graphics processing hardware is functional; if external video works, inspect the internal display panel assembly to replace a faulty high-voltage inverter board or a blown Light-Emitting Diode (LED) backlight harness strip.",Peripherals and Hardware,Laptop Display Components,CORE 1,MOBILE DEVICES,
W59,"Acknowledgement phase, DORA process",,other,10,-0.427594005671188,0.8987472029098675,0.09704036055043,"Client machines get stuck forever in a ""Configuring network interface"" loop, fail to receive a valid IP address configuration, or fall back to an APIPA auto-assigned address (169.254.x.x) despite a DHCP server being online on the broadcast domain.",Verify that the DHCP server's address pool has not run out of assignable IPv4 scopes; check for severe local network latency or packet drops that might cause the client to drop the packet before completing the handshake; review the server logs for lease conflicts.,Network Infrastructure Services,IP (Internet Protocol) Addressing Services (DHCP),CORE 1,NETWORKING,
W63,DHCPACK (DHCP (Dynamic Host Configuration Protocol) Acknowledgment),,other,10,-0.4438544031137177,0.8917678998346602,0.0879959184340085,"- Stuck on ""Obtaining IP (Internet Protocol) Address"": The client device broadcasts requests but never receives the final confirmation, remaining offline.
- Frequent Disconnections: The network connection drops and reconnects constantly as the client fails to renew its lease when it reaches the T1 (renewal) timer.
- APIPA  (Automatic Private Internet Protocol Addressing) Failback: The device times out waiting for the server's final confirmation and falls back to a self-assigned ""169.254.x.x"" address.
- Log Errors: Event Viewer logs show DHCP (Dynamic Host Configuration Protocol) Client event warnings such as ID 1001: ""Your computer was not assigned an address from the network..."" ","- Check Server Lease Pool: Open the router or DHCP server management console to ensure the scope has available addresses and that the server is not crashing or locked up.
- Run a Network Trace: Open Wireshark on the client machine and use the filter ""bootp"" (Bootstrap Protocol) or ""dhcp"" to see if the server's DHCP-ACK unicast or broadcast packet is actually reaching the client network card.
- Verify UDP (User Datagram Protocol) Port Availability: Ensure network firewalls and endpoint security software are allowing inbound traffic on UDP port 68 (DHCP client port).
- Reset the TCP/IP (Transmission Control Protocol/ Internet Protocol) Stack: Run ""netsh int ip reset"" followed by ""ipconfig /flushdns"" in an elevated Command Prompt to clear any corrupt local network configuration caching that may be blocking the packet. ",Networking,Network Services / IP Addressing,CORE 1,NETWORKING,
W64,DHCP (Dynamic Host Configuration Protocol) Lease Cycle Works,,other,10,-0.4324274123886198,0.8944029659829971,0.1142360164558455,"- Intermittent Drops at Midpoints: Active remote desktop, VoIP (Voice Over IP), or streaming sessions drop predictably at exact intervals (e.g., exactly every 4 or 12 hours).
- System Event Log Warning 1003: Windows logs an error stating that the computer failed to renew its IP address lease with the network card.
- Sudden APIPA Failback (Automatic Private IP Adressing): A working computer suddenly loses internet connectivity mid-day and shows an IP address of ""169.254.x.x"".","- Query Current Lease Details: Open Command Prompt and type ""ipconfig /all"" to inspect the exact Lease Obtained and Lease Expires timestamps.
- Isolate Network Outages: Verify if network switches or routers were offline or rebooting during the renewal windows, preventing client check-ins.
- Adjust Lease Duration: Modify the lease time settings on the DHCP server—increase short leases (e.g., 2 hours) to 8 days for stable office environments to reduce network traffic.
- Flush Cache & Re-request: Run ""ipconfig /release"" and ""ipconfig /renew"" to wipe out a problematic lease state and start a fresh initialization cycle.
",Networking,Network Services / IP Addressing,CORE 1,NETWORKING,
W65,DHCP T1 Timer (Renewal),,other,10,-0.4239497008641899,0.9020739262840536,0.0808039767315671,"- Quiet Failures: No immediate connectivity drop is visible to the user, but background network logs show repeated, unanswered unicast requests.
- Unicast Timed Out Logs: Event logs showing that the network card is failing to reach the local DHCP server address, despite the client still having internet access.","- Check Unicast Routing: Ensure that internal firewalls or routing tables have not blocked direct unicast communication between the client's subnet and the DHCP server over UDP port 67.
- Verify Server State: Check if the original DHCP server daemon has frozen, crashed, or had its network interface changed since the initial lease was granted.
- Monitor with Wireshark: Apply the filter ""dhcp.option.dhcp == 3"" to verify if the client is actively originating the unicast renewal request when the T1 timer hits.
",Networking,Network Services / Connection Timers,CORE 1,NETWORKING,
W66,DHCP T2 Timer (Rebinding),,other,10,-0.4549257962841885,0.8847772517268504,0.1010531281152557,"- Network Warning Pop-ups: Brief desktop alerts indicating the local area network connection is searching or re-identifying.
- IP (Internet Protocol) Address Shifting: The client suddenly binds to a completely different IP pool or subnet if a secondary, unauthorized (rogue) DHCP server answers the broadcast first.
","- Audit Broadcast Domains: Check that routers and switches are properly configured to forward network broadcasts or that IP Helper/DHCP Relay agents are running correctly to pass the broadcast to other subnets.
- Identify Rogue Servers: Run tools like ""dhcploc.exe"" or look at Wireshark captures to see if an unexpected server IP address is responding to the client's broadcast rebind request.
- Fix Server High Availability (HA): If utilizing a split-scope or failover cluster, verify that the secondary DHCP partner server is online and has available leases to fulfill the rebind request.
",Networking,Network Services / Connection Timers,CORE 1,NETWORKING,
W67,DHCP Expiration,,other,10,-0.4143245932014768,0.9033644618346524,0.1107600133740482,"- Instant Disconnection: The system completely drops all active local and internet data paths the exact second the lease timer counts down to zero.
- Symptom Shift to APIPA: ""ipconfig"" immediately drops the corporate IP settings and flips to a ""169.254.x.x"" configuration.
- Application Crashes: Enterprise software solutions lose their sockets, resulting in errors like ""Network connection lost"" or ""Session expired.""","- Perform Physical Loop Diagnostics: Unplug the physical RJ-45 Ethernet cable or disconnect from the Wi-Fi SSID for 10 seconds, then reconnect to force a hard hardware renegotiation.
- Clear Stale Server Bindings: On the DHCP Server console, locate the client's MAC address under active leases, delete the expired or corrupted entry manually, and clear any bad reservations.
- Reinitialize Network Stack: Execute ""netsh int ip reset"" and restart the workstation to fix deep OS-level registry corruption within the DHCP client service files.
",Networking,Network Services / IP Addressing,CORE 1,NETWORKING,
W156,Arp command,,other,10,-0.4420994685246426,0.8942214946374578,0.0701140389549703,"Workstations map local communication packets to incorrect network hardware paths, or technicians suspect localized address interception attacks but cannot confirm local hardware configurations.","Open a command window or terminal session and input the command “arp -a” to view the complete local map of IP-to-MAC associations, allowing you to check for duplicate hardware addresses on the Local Area Network (LAN).",Network Infrastructure and Media,Protocols and Network Communication,CORE 1,NETWORKING,
W159,"Assigning, static IP addresses",,other,10,-0.4457248247616018,0.886603968453504,0.1235426392535691,"Critical network infrastructure resources (like Network Attached Storage (NAS) units, network printers, or servers) lose network connections because their dynamically leased IP addresses expired and changed automatically.","Access the host device's Network Interface Controller (NIC) configuration properties, select “Internet Protocol Version 4 (TCP/IPv4)”, change the configuration toggle to “Use the following IP address”, and manually type in the designated static IP address, subnet mask, default gateway, and Domain Name System (DNS) servers.",Network Infrastructure Services,IP Addressing Services (DHCP),CORE 1,NETWORKING,
W85,Administrative Tools: Device Manager,,other,11,0.0321508077881884,0.0087269400328036,-0.9994449289862004,"An external peripheral device (like a webcam or network card) completely fails to function, displaying a generic yellow exclamation point triangle, a red ""X"", or an ""Unknown Device"" listing in the operating system interface.","Open Device Manager; locate the malfunctioning hardware listing; right-click the item and select Update Driver to point the system to the vendor's software files; if it still fails, select Uninstall Device, unplug the peripheral, restart the computer, and plug it back in to force a hardware rescan.",Operating Systems Management,Windows Administrative Utilities,CORE 2,,OPERATING SYSTEMS
W21,802.11 wireless protocol: Wi-Fi analyzers,,other,12,0.5705402140539481,-0.2178852661428873,0.7918395512634603,"Inability to pinpoint the physical root cause of mysterious Wi-Fi slow-downs, blind spots, or frequent network disconnects within an office space.",Deploy a Wi-Fi analyzer application on a mobile device or laptop; walk through the physical space to map out signal drops; identify overlapping channels from rogue access points and reconfigure your own channels based on the collected visual data graph.,Wireless Networks,802.11 wireless protocol,CORE 1,HARDWARE & NETWORK TROUBLESHOOTING,
W24,"AAA (Authentication, Authorization, Accounting) Servers",,other,12,0.5839671458582247,-0.2030611694645048,0.785969804772363,"ERROR SYMPTOMS: Users are entirely blocked from logging into switches, routers, or corporate VPNs, or network administrators lack historical visibility into who made specific configuration changes during a security incident.",Check physical network path and port connectivity (UDP 1812/1813 for RADIUS; TCP 49 for TACACS+) between the access device and the server; verify that the shared secret key matches identically on both sides; audit the server's authentication logs.,Network Security & Access Control,Security Servers,CORE 1,NETWORKING,
W34,Access: Remote access,,other,12,0.5592372716130539,-0.2067633223800671,0.8028091943651018,"The remote session connection drops out or times out with a ""Remote Desktop can’t connect to the remote computer"" notice, or SSH terminals fail to open.",Confirm the remote host machine is powered on and has active remote connections enabled within its system properties; verify that local and network firewalls aren't blocking the appropriate port traffic (TCP 3389 for RDP; TCP 22 for SSH).,Network Infrastructure Services,Remote Access Protocols,CORE 2,,OPERATING SYSTEMS
W134,Applications: Distribution methods,,other,12,0.5814254110381021,-0.2271622344311246,0.7812437587894272,"Network bandwidth issues during large-scale enterprise software deployments, or users accidentally installing unapproved, insecure software versions from unauthorized third-party websites.",Use Group Policy Objects (GPOs) or Mobile Device Management (MDM) configurations to restrict software installations exclusively to safe corporate app stores; use local software distribution points to reduce wide area network (WAN) bandwidth usage.,Operating Systems Management,Application Installation and Management,CORE 2,,OPERATING SYSTEMS
W184,Authentication: Kerberos,,other,12,0.5783078343858472,-0.1864485988694655,0.7942272777156199,"Users can log into their local computers but are completely blocked from accessing network file shares or printers, throwing errors about missing security tickets or system clock mismatches.","Check the system clock time on the client workstation; ensure it is synchronized within exactly 5 minutes of the domain controller's clock time, as Kerberos security tokens will be rejected automatically if the time drifts too far apart.",Operating Systems Management,Active Directory and Domain Services,CORE 2,,OPERATING SYSTEMS
W189,Authentication: RADIUS servers,,other,12,0.5545393421050621,-0.2276063933825605,0.8004257915316497,"Users are unable to connect to the corporate wireless network, or wireless access points fail to authenticate connecting clients, throwing continuous credential verification errors.",Verify that the wireless access point is configured with the correct IP address and shared secret string matching the RADIUS server profile; ensure the background RADIUS service port numbers (typically ports 1812 and 1813) are open on all network firewalls.,Network Infrastructure Services,Specialized Network Servers,CORE 1,NETWORKING,
W190,Authentication: Servers,,other,12,0.5968073867990713,-0.2107306101915635,0.7742180267795081,"Employees cannot log into any corporate computers across the entire office building, with machines showing errors stating “No authentication servers are currently available.”",Check that the centralized authentication server hardware is powered on and connected to the network; ensure the Domain Name System (DNS) configurations on all client workstations point to the authentication server's IP address so they can resolve its path.,Network Infrastructure Services,Specialized Network Servers,CORE 1,NETWORKING,
W58,"ACK packets, three-way handshakes",,other,13,-0.0699535187122002,0.8055263858283936,0.5884163041198195,"Applications hanging indefinitely during network connection phases, network capture analysis showing one-sided traffic flows, or connection time-out errors occurring despite a host answering initial network pings.",Inspect firewall filtering rules to ensure stateful packet inspection is not dropping legitimate incoming TCP ACK frames; check for asymmetric routing loops where outbound and inbound traffic are traversing different physical or logical paths.,Network Infrastructure and Media,Protocols and Network ,CORE 1,NETWORKING,
